benchmark,task,imbalance_factor,repetition,method,subset_samples,minimum_class_samples,maximum_class_samples,target_labels_used_only_to_construct_controlled_imbalance,accuracy,balanced_accuracy
officehome,R2C,10,2,no_prior_correction,995,4,39,True,63.91959798994975,65.39632730948036
officehome,R2C,10,2,estimated_prior_correction,995,4,39,True,63.91959798994975,65.39632730948036
officehome,R2C,10,3,no_prior_correction,995,4,39,True,66.13065326633166,66.53212853971709
officehome,R2C,10,3,estimated_prior_correction,995,4,39,True,66.23115577889448,67.18301611368159
officehome,R2C,10,4,no_prior_correction,995,4,39,True,66.63316582914572,64.98864605898709
officehome,R2C,10,4,estimated_prior_correction,995,4,39,True,66.63316582914572,64.98864605898709
officehome,R2C,50,0,no_prior_correction,647,1,39,True,67.07882534775888,66.46886345265982
officehome,R2C,50,0,estimated_prior_correction,647,1,39,True,67.54250386398763,68.00732499112137
officehome,R2C,50,1,no_prior_correction,647,1,39,True,66.30602782071098,68.37514541477276
officehome,R2C,50,1,estimated_prior_correction,647,1,39,True,66.46058732612056,67.76659220327836
officehome,R2C,50,2,no_prior_correction,647,1,39,True,70.17001545595053,64.17999044553082
officehome,R2C,50,2,estimated_prior_correction,647,1,39,True,70.17001545595053,64.17999044553082
officehome,R2C,50,3,no_prior_correction,647,1,39,True,66.76970633693972,68.96593374724618
officehome,R2C,50,3,estimated_prior_correction,647,1,39,True,66.76970633693972,68.96593374724618
officehome,R2C,50,4,no_prior_correction,647,1,39,True,69.24265842349304,65.82801442749539
officehome,R2C,50,4,estimated_prior_correction,647,1,39,True,69.39721792890263,66.13570673518771
officehome,R2P,1,0,no_prior_correction,2470,38,38,True,87.57085020242916,87.57085020242916
officehome,R2P,1,0,estimated_prior_correction,2470,38,38,True,87.57085020242916,87.57085020242916
officehome,R2P,1,1,no_prior_correction,2470,38,38,True,87.48987854251013,87.48987854251011
officehome,R2P,1,1,estimated_prior_correction,2470,38,38,True,87.48987854251013,87.48987854251011
officehome,R2P,1,2,no_prior_correction,2470,38,38,True,87.7327935222672,87.7327935222672
officehome,R2P,1,2,estimated_prior_correction,2470,38,38,True,87.7327935222672,87.7327935222672
officehome,R2P,1,3,no_prior_correction,2470,38,38,True,88.05668016194332,88.05668016194332
officehome,R2P,1,3,estimated_prior_correction,2470,38,38,True,88.05668016194332,88.05668016194332
officehome,R2P,1,4,no_prior_correction,2470,38,38,True,87.6923076923077,87.6923076923077
officehome,R2P,1,4,estimated_prior_correction,2470,38,38,True,87.6923076923077,87.6923076923077
officehome,R2P,10,0,no_prior_correction,973,4,38,True,87.05035971223022,88.62403907926306
officehome,R2P,10,0,estimated_prior_correction,973,4,38,True,87.05035971223022,88.62403907926306
officehome,R2P,10,1,no_prior_correction,973,4,38,True,85.71428571428571,87.23145806354124
officehome,R2P,10,1,estimated_prior_correction,973,4,38,True,85.71428571428571,87.23145806354124
officehome,R2P,10,2,no_prior_correction,973,4,38,True,86.43371017471738,85.62302795345073
officehome,R2P,10,2,estimated_prior_correction,973,4,38,True,86.43371017471738,85.62302795345073
officehome,R2P,10,3,no_prior_correction,973,4,38,True,91.46968139773895,88.26509133619315
officehome,R2P,10,3,estimated_prior_correction,973,4,38,True,91.46968139773895,88.26509133619315
officehome,R2P,10,4,no_prior_correction,973,4,38,True,87.46145940390545,86.90140896828613
officehome,R2P,10,4,estimated_prior_correction,973,4,38,True,87.46145940390545,86.90140896828613
officehome,R2P,50,0,no_prior_correction,628,1,38,True,88.53503184713377,89.46448253857756
officehome,R2P,50,0,estimated_prior_correction,628,1,38,True,88.53503184713377,89.46448253857756
officehome,R2P,50,1,no_prior_correction,628,1,38,True,83.43949044585987,86.20608438775135
officehome,R2P,50,1,estimated_prior_correction,628,1,38,True,83.43949044585987,86.20608438775135
officehome,R2P,50,2,no_prior_correction,628,1,38,True,88.85350318471338,86.66241286926027
officehome,R2P,50,2,estimated_prior_correction,628,1,38,True,88.85350318471338,86.66241286926027
officehome,R2P,50,3,no_prior_correction,628,1,38,True,84.07643312101911,81.652268659575
officehome,R2P,50,3,estimated_prior_correction,628,1,38,True,84.07643312101911,81.652268659575
officehome,R2P,50,4,no_prior_correction,628,1,38,True,85.19108280254777,88.23945802285884
officehome,R2P,50,4,estimated_prior_correction,628,1,38,True,85.19108280254777,88.23945802285884
