benchmark,task,method,noise_rate,repetition,corrupted_selected_labels,classes_with_target_support,mean_cosine_to_oracle_target_prototype,target_labels_used_only_for_noise_control_and_posthoc_diagnostics,accuracy,balanced_accuracy
office31,W2A,without_source_fusion,0.2,3,443,31,0.9916260242462158,True,81.008164714235,80.63994784123787
office31,W2A,source_anchored,0.2,4,443,31,0.9921051859855652,True,81.11466098686546,80.74234830585006
office31,W2A,without_source_fusion,0.2,4,443,31,0.9921051859855652,True,81.07916222932198,80.70645931446701
office31,W2A,source_anchored,0.3,0,665,31,0.9881842136383057,True,81.008164714235,80.64290007960247
office31,W2A,without_source_fusion,0.3,0,665,31,0.9881842136383057,True,81.008164714235,80.63891566914056
office31,W2A,source_anchored,0.3,1,665,31,0.987829327583313,True,80.97266595669151,80.60898601514062
office31,W2A,without_source_fusion,0.3,1,665,31,0.987829327583313,True,81.008164714235,80.6385763248894
office31,W2A,source_anchored,0.3,2,665,31,0.9883466958999634,True,80.93716719914804,80.57706729487566
office31,W2A,without_source_fusion,0.3,2,665,31,0.9883466958999634,True,80.97266595669151,80.60701752376316
office31,W2A,source_anchored,0.3,3,665,31,0.9872089624404907,True,81.04366347177849,80.67754169516209
office31,W2A,without_source_fusion,0.3,3,665,31,0.9872089624404907,True,81.04366347177849,80.67183206150396
office31,W2A,source_anchored,0.3,4,665,31,0.9870210289955139,True,80.93716719914804,80.57672795062449
office31,W2A,without_source_fusion,0.3,4,665,31,0.9870210289955139,True,80.97266595669151,80.605659932526
office31,W2A,source_anchored,0.4,0,887,31,0.9826782941818237,True,80.93716719914804,80.57672795062449
office31,W2A,without_source_fusion,0.4,0,887,31,0.9826782941818237,True,80.97266595669151,80.604229578263
office31,W2A,source_anchored,0.4,1,887,31,0.9821740984916687,True,80.93716719914804,80.57606962277723
office31,W2A,without_source_fusion,0.4,1,887,31,0.9821740984916687,True,80.93716719914804,80.56954348738545
office31,W2A,source_anchored,0.4,2,887,31,0.9817278981208801,True,80.93716719914804,80.5777530530499
office31,W2A,without_source_fusion,0.4,2,887,31,0.9817278981208801,True,80.93716719914804,80.57199208863442
office31,W2A,source_anchored,0.4,3,887,31,0.9829772114753723,True,81.07916222932198,80.70979975967822
office31,W2A,without_source_fusion,0.4,3,887,31,0.9829772114753723,True,81.07916222932198,80.70474845386735
office31,W2A,source_anchored,0.4,4,887,31,0.9817491769790649,True,80.97266595669151,80.6106694454133
office31,W2A,without_source_fusion,0.4,4,887,31,0.9817491769790649,True,81.04366347177849,80.67142702389884
office31,W2A,source_anchored,0.5,0,1108,31,0.9714077711105347,True,80.65317713880015,80.31361115369572
office31,W2A,without_source_fusion,0.5,0,1108,31,0.9714077711105347,True,80.58217962371317,80.23302047759066
office31,W2A,source_anchored,0.5,1,1108,31,0.974189817905426,True,80.68867589634363,80.33995851166613
office31,W2A,without_source_fusion,0.5,1,1108,31,0.974189817905426,True,80.93716719914804,80.57164567471136
office31,W2A,source_anchored,0.5,2,1108,31,0.9735227823257446,True,80.90166844160454,80.55003417873104
office31,W2A,without_source_fusion,0.5,2,1108,31,0.9735227823257446,True,80.90166844160454,80.53838993809678
office31,W2A,source_anchored,0.5,3,1108,31,0.9748842716217041,True,80.79517216897408,80.4430051066482
office31,W2A,without_source_fusion,0.5,3,1108,31,0.9748842716217041,True,80.86616968406106,80.50992632170393
office31,W2A,source_anchored,0.5,4,1108,31,0.9750171303749084,True,80.83067092651757,80.4736813556424
office31,W2A,without_source_fusion,0.5,4,1108,31,0.9750171303749084,True,80.93716719914804,80.56920414313427
office31,W2D,source_anchored,0.0,0,0,30,0.9722687005996704,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.0,0,0,30,0.969429075717926,True,84.13654618473896,84.48734995719569
office31,W2D,source_anchored,0.0,1,0,30,0.9722687005996704,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.0,1,0,30,0.969429075717926,True,84.13654618473896,84.48734995719569
office31,W2D,source_anchored,0.0,2,0,30,0.9722687005996704,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.0,2,0,30,0.969429075717926,True,84.13654618473896,84.48734995719569
office31,W2D,source_anchored,0.0,3,0,30,0.9722687005996704,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.0,3,0,30,0.969429075717926,True,84.13654618473896,84.48734995719569
office31,W2D,source_anchored,0.0,4,0,30,0.9722687005996704,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.0,4,0,30,0.969429075717926,True,84.13654618473896,84.48734995719569
office31,W2D,source_anchored,0.1,0,42,31,0.9797031283378601,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.1,0,42,31,0.9797031283378601,True,83.93574297188755,84.2884791692646
office31,W2D,source_anchored,0.1,1,42,30,0.9680066108703613,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.1,1,42,30,0.9651669859886169,True,83.93574297188755,84.29485428082906
office31,W2D,source_anchored,0.1,2,42,31,0.9853044152259827,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.1,2,42,31,0.9853044152259827,True,84.33734939759037,84.82611357786675
office31,W2D,source_anchored,0.1,3,42,31,0.9824833869934082,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.1,3,42,31,0.9824833869934082,True,84.33734939759037,84.80993060235697
office31,W2D,source_anchored,0.1,4,42,30,0.965506911277771,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.1,4,42,30,0.9626672267913818,True,84.13654618473896,84.32757985352659
office31,W2D,source_anchored,0.2,0,83,31,0.9711205959320068,True,86.54618473895582,87.20346448782634
office31,W2D,without_source_fusion,0.2,0,83,31,0.9711205959320068,True,83.73493975903614,83.85837164238288
office31,W2D,source_anchored,0.2,1,83,31,0.9775400757789612,True,86.54618473895582,87.20346448782634
office31,W2D,without_source_fusion,0.2,1,83,31,0.9775400757789612,True,84.13654618473896,84.61743492599034
office31,W2D,source_anchored,0.2,2,83,31,0.9777140021324158,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.2,2,83,31,0.9777140021324158,True,84.13654618473896,84.50353293270545
office31,W2D,source_anchored,0.2,3,83,31,0.977592408657074,True,86.54618473895582,87.20346448782634
office31,W2D,without_source_fusion,0.2,3,83,31,0.977592408657074,True,83.93574297188755,84.3632804782875
office31,W2D,source_anchored,0.2,4,83,31,0.977916955947876,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.2,4,83,31,0.977916955947876,True,83.73493975903614,84.04069983312621
office31,W2D,source_anchored,0.3,0,125,31,0.976104736328125,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.3,0,125,31,0.976104736328125,True,83.93574297188755,84.46443224844347
office31,W2D,source_anchored,0.3,1,125,31,0.9722153544425964,True,86.14457831325302,86.75681436375687
office31,W2D,without_source_fusion,0.3,1,125,31,0.9722153544425964,True,83.73493975903614,84.14822671484666
office31,W2D,source_anchored,0.3,2,125,31,0.9739776253700256,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.3,2,125,31,0.9739776253700256,True,83.93574297188755,84.2884791692646
office31,W2D,source_anchored,0.3,3,125,31,0.9694353342056274,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.3,3,125,31,0.9694353342056274,True,83.93574297188755,84.2884791692646
office31,W2D,source_anchored,0.3,4,125,31,0.9719467759132385,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.3,4,125,31,0.9719467759132385,True,84.33734939759037,84.65016049868788
office31,W2D,source_anchored,0.4,0,167,31,0.9640077352523804,True,86.14457831325302,86.75681436375687
office31,W2D,without_source_fusion,0.4,0,167,31,0.9640077352523804,True,84.13654618473896,84.43510673524702
office31,W2D,source_anchored,0.4,1,167,31,0.9596083760261536,True,86.54618473895582,87.20346448782634
office31,W2D,without_source_fusion,0.4,1,167,31,0.9596083760261536,True,83.53413654618474,83.64331787894201
office31,W2D,source_anchored,0.4,2,167,31,0.9629878997802734,True,85.94377510040161,86.29598487066932
office31,W2D,without_source_fusion,0.4,2,167,31,0.9629878997802734,True,84.13654618473896,84.43510673524702
office31,W2D,source_anchored,0.4,3,167,31,0.9591576457023621,True,85.94377510040161,86.29598487066932
office31,W2D,without_source_fusion,0.4,3,167,31,0.9591576457023621,True,84.13654618473896,84.43510673524702
office31,W2D,source_anchored,0.4,4,167,31,0.9678035378456116,True,85.94377510040161,86.29598487066932
office31,W2D,without_source_fusion,0.4,4,167,31,0.9678035378456116,True,83.93574297188755,84.29485428082906
office31,W2D,source_anchored,0.5,0,208,31,0.9483166337013245,True,86.14457831325302,86.4200543495775
office31,W2D,without_source_fusion,0.5,0,208,31,0.9483166337013245,True,83.93574297188755,84.2884791692646
office31,W2D,source_anchored,0.5,1,208,31,0.9522594213485718,True,86.14457831325302,86.75681436375687
office31,W2D,without_source_fusion,0.5,1,208,31,0.9522594213485718,True,83.93574297188755,84.11252609008571
office31,W2D,source_anchored,0.5,2,208,31,0.9471478462219238,True,86.34538152610442,86.88088384266506
office31,W2D,without_source_fusion,0.5,2,208,31,0.9471478462219238,True,84.13654618473896,84.50353293270545
office31,W2D,source_anchored,0.5,3,208,31,0.9534966349601746,True,85.94377510040161,86.63274488484868
office31,W2D,without_source_fusion,0.5,3,208,31,0.9534966349601746,True,83.73493975903614,83.96589852410331
office31,W2D,source_anchored,0.5,4,208,31,0.9537079930305481,True,86.34538152610442,86.8912229659074
office31,W2D,without_source_fusion,0.5,4,208,31,0.9537079930305481,True,83.73493975903614,84.14822671484666
officehome,A2C,source_anchored,0.0,0,0,65,0.9741895198822021,True,66.68957617411225,66.46487720183573
officehome,A2C,without_source_fusion,0.0,0,0,65,0.9741895198822021,True,66.71248568155784,66.22076340501054
officehome,A2C,source_anchored,0.0,1,0,65,0.9741895198822021,True,66.68957617411225,66.46487720183573
officehome,A2C,without_source_fusion,0.0,1,0,65,0.9741895198822021,True,66.71248568155784,66.22076340501054
officehome,A2C,source_anchored,0.0,2,0,65,0.9741895198822021,True,66.68957617411225,66.46487720183573
officehome,A2C,without_source_fusion,0.0,2,0,65,0.9741895198822021,True,66.71248568155784,66.22076340501054
officehome,A2C,source_anchored,0.0,3,0,65,0.9741895198822021,True,66.68957617411225,66.46487720183573
officehome,A2C,without_source_fusion,0.0,3,0,65,0.9741895198822021,True,66.71248568155784,66.22076340501054
officehome,A2C,source_anchored,0.0,4,0,65,0.9741895198822021,True,66.68957617411225,66.46487720183573
officehome,A2C,without_source_fusion,0.0,4,0,65,0.9741895198822021,True,66.71248568155784,66.22076340501054
officehome,A2C,source_anchored,0.1,0,231,65,0.9804911017417908,True,66.89576174112256,66.65691519914962
officehome,A2C,without_source_fusion,0.1,0,231,65,0.9804911017417908,True,66.75830469644902,66.23859597027501
officehome,A2C,source_anchored,0.1,1,231,65,0.9802674651145935,True,66.7812142038946,66.51407064688497
officehome,A2C,without_source_fusion,0.1,1,231,65,0.9802674651145935,True,66.68957617411225,66.20221972238166
officehome,A2C,source_anchored,0.1,2,231,65,0.9812601208686829,True,66.7812142038946,66.53921347658579
officehome,A2C,without_source_fusion,0.1,2,231,65,0.9812601208686829,True,66.7812142038946,66.33691752694921
officehome,A2C,source_anchored,0.1,3,231,65,0.978419303894043,True,66.68957617411225,66.44264884442427
officehome,A2C,without_source_fusion,0.1,3,231,65,0.978419303894043,True,66.68957617411225,66.23987627081405
officehome,A2C,source_anchored,0.1,4,231,65,0.9805029034614563,True,66.7812142038946,66.58238875329371
officehome,A2C,without_source_fusion,0.1,4,231,65,0.9805029034614563,True,66.66666666666666,66.17936336750351
officehome,A2C,source_anchored,0.2,0,461,65,0.9797555804252625,True,66.8041237113402,66.60405065381015
officehome,A2C,without_source_fusion,0.2,0,461,65,0.9797555804252625,True,66.62084765177548,66.14092117219857
officehome,A2C,source_anchored,0.2,1,461,65,0.9812275767326355,True,66.89576174112256,66.69049570909942
officehome,A2C,without_source_fusion,0.2,1,461,65,0.9812275767326355,True,66.73539518900343,66.24841917954599
officehome,A2C,source_anchored,0.2,2,461,65,0.9808555841445923,True,66.87285223367697,66.63792167845725
officehome,A2C,without_source_fusion,0.2,2,461,65,0.9808555841445923,True,66.59793814432989,66.09914742298218
officehome,A2C,source_anchored,0.2,3,461,65,0.9807062149047852,True,66.7812142038946,66.58308846051054
officehome,A2C,without_source_fusion,0.2,3,461,65,0.9807062149047852,True,66.68957617411225,66.24165377293119
officehome,A2C,source_anchored,0.2,4,461,65,0.9809423685073853,True,66.75830469644902,66.59034586507211
officehome,A2C,without_source_fusion,0.2,4,461,65,0.9809423685073853,True,66.68957617411225,66.17773851313488
officehome,A2C,source_anchored,0.3,0,692,65,0.9797071218490601,True,66.75830469644902,66.52597931037559
officehome,A2C,without_source_fusion,0.3,0,692,65,0.9797071218490601,True,66.68957617411225,66.19879398433248
officehome,A2C,source_anchored,0.3,1,692,65,0.9802936315536499,True,66.73539518900343,66.51374396934658
officehome,A2C,without_source_fusion,0.3,1,692,65,0.9802936315536499,True,66.62084765177548,66.1798157015154
officehome,A2C,source_anchored,0.3,2,692,65,0.9807041883468628,True,66.82703321878579,66.58741071104969
officehome,A2C,without_source_fusion,0.3,2,692,65,0.9807041883468628,True,66.68957617411225,66.16108205689554
officehome,A2C,source_anchored,0.3,3,692,65,0.9804584980010986,True,66.8041237113402,66.58769606657805
officehome,A2C,without_source_fusion,0.3,3,692,65,0.9804584980010986,True,66.73539518900343,66.26782770021117
officehome,A2C,source_anchored,0.3,4,692,65,0.9799909591674805,True,66.84994272623138,66.59089306336783
officehome,A2C,without_source_fusion,0.3,4,692,65,0.9799909591674805,True,66.59793814432989,66.11685549003663
officehome,A2C,source_anchored,0.4,0,923,65,0.9773553013801575,True,66.8041237113402,66.54679406274073
officehome,A2C,without_source_fusion,0.4,0,923,65,0.9773553013801575,True,66.59793814432989,66.06962742062966
officehome,A2C,source_anchored,0.4,1,923,65,0.9771012663841248,True,66.73539518900343,66.49219574666702
officehome,A2C,without_source_fusion,0.4,1,923,65,0.9771012663841248,True,66.50630011454753,65.9814781237747
officehome,A2C,source_anchored,0.4,2,923,65,0.9780756831169128,True,66.84994272623138,66.59076755322799
officehome,A2C,without_source_fusion,0.4,2,923,65,0.9780756831169128,True,66.64375715922107,66.13578587410883
officehome,A2C,source_anchored,0.4,3,923,65,0.9772638082504272,True,66.75830469644902,66.5215537228952
officehome,A2C,without_source_fusion,0.4,3,923,65,0.9772638082504272,True,66.68957617411225,66.16904901732464
officehome,A2C,source_anchored,0.4,4,923,65,0.9762289524078369,True,66.66666666666666,66.38661865341197
officehome,A2C,without_source_fusion,0.4,4,923,65,0.9762289524078369,True,66.59793814432989,66.07163033786965
officehome,A2C,source_anchored,0.5,0,1154,65,0.9739439487457275,True,66.71248568155784,66.47783501900294
officehome,A2C,without_source_fusion,0.5,0,1154,65,0.9739439487457275,True,66.46048109965635,66.0089688788514
officehome,A2C,source_anchored,0.5,1,1154,65,0.974233090877533,True,66.8041237113402,66.5789600291704
officehome,A2C,without_source_fusion,0.5,1,1154,65,0.974233090877533,True,66.62084765177548,66.07141665826916
officehome,A2C,source_anchored,0.5,2,1154,65,0.9738904237747192,True,66.75830469644902,66.46118126643195
officehome,A2C,without_source_fusion,0.5,2,1154,65,0.9738904237747192,True,66.39175257731958,65.80934280992443
officehome,A2C,source_anchored,0.5,3,1154,65,0.973244845867157,True,66.7812142038946,66.50370711844965
officehome,A2C,without_source_fusion,0.5,3,1154,65,0.973244845867157,True,66.5750286368843,66.03442380831991
officehome,A2C,source_anchored,0.5,4,1154,65,0.9748444557189941,True,66.82703321878579,66.53759867667436
officehome,A2C,without_source_fusion,0.5,4,1154,65,0.9748444557189941,True,66.50630011454753,65.94981298760308
officehome,A2P,source_anchored,0.0,0,0,64,0.9854630827903748,True,87.99279116918225,87.35002550537693
officehome,A2P,without_source_fusion,0.0,0,0,64,0.9842466115951538,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.0,1,0,64,0.9854630827903748,True,87.99279116918225,87.35002550537693
officehome,A2P,without_source_fusion,0.0,1,0,64,0.9842466115951538,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.0,2,0,64,0.9854630827903748,True,87.99279116918225,87.35002550537693
officehome,A2P,without_source_fusion,0.0,2,0,64,0.9842466115951538,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.0,3,0,64,0.9854630827903748,True,87.99279116918225,87.35002550537693
officehome,A2P,without_source_fusion,0.0,3,0,64,0.9842466115951538,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.0,4,0,64,0.9854630827903748,True,87.99279116918225,87.35002550537693
officehome,A2P,without_source_fusion,0.0,4,0,64,0.9842466115951538,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.1,0,370,65,0.9898744821548462,True,87.99279116918225,87.35268413706783
officehome,A2P,without_source_fusion,0.1,0,370,65,0.9898744821548462,True,87.79004280243298,87.13706632885976
officehome,A2P,source_anchored,0.1,1,370,65,0.9907547235488892,True,88.06037395809867,87.43037022525654
officehome,A2P,without_source_fusion,0.1,1,370,65,0.9907547235488892,True,87.76751520612751,87.09088491171057
officehome,A2P,source_anchored,0.1,2,370,65,0.9917060136795044,True,87.99279116918225,87.36147239182382
officehome,A2P,without_source_fusion,0.1,2,370,65,0.9917060136795044,True,87.79004280243298,87.1304917069005
officehome,A2P,source_anchored,0.1,3,370,65,0.9911032915115356,True,87.97026357287677,87.34330999866144
officehome,A2P,without_source_fusion,0.1,3,370,65,0.9911032915115356,True,87.76751520612751,87.09347891521327
officehome,A2P,source_anchored,0.1,4,370,65,0.9917855858802795,True,87.99279116918225,87.36195801730946
officehome,A2P,without_source_fusion,0.1,4,370,65,0.9917855858802795,True,87.79004280243298,87.1304917069005
officehome,A2P,source_anchored,0.2,0,741,65,0.9883209466934204,True,88.03784636179319,87.41434458423089
officehome,A2P,without_source_fusion,0.2,0,741,65,0.9883209466934204,True,87.76751520612751,87.12002887476571
officehome,A2P,source_anchored,0.2,1,741,65,0.9880391955375671,True,87.92520838026583,87.32115462007319
officehome,A2P,without_source_fusion,0.2,1,741,65,0.9880391955375671,True,87.74498760982203,87.06041896188981
officehome,A2P,source_anchored,0.2,2,741,65,0.9869924783706665,True,87.92520838026583,87.29150618232273
officehome,A2P,without_source_fusion,0.2,2,741,65,0.9869924783706665,True,87.72246001351655,87.06250093262238
officehome,A2P,source_anchored,0.2,3,741,65,0.9876693487167358,True,87.97026357287677,87.34437837472981
officehome,A2P,without_source_fusion,0.2,3,741,65,0.9876693487167358,True,87.79004280243298,87.13972496055062
officehome,A2P,source_anchored,0.2,4,741,65,0.9889644980430603,True,87.92520838026583,87.30247046185414
officehome,A2P,without_source_fusion,0.2,4,741,65,0.9889644980430603,True,87.72246001351655,87.05469671084201
officehome,A2P,source_anchored,0.3,0,1111,65,0.9829930663108826,True,87.92520838026583,87.2837863036351
officehome,A2P,without_source_fusion,0.3,0,1111,65,0.9829930663108826,True,87.72246001351655,87.06707538790106
officehome,A2P,source_anchored,0.3,1,1111,65,0.9813178181648254,True,87.92520838026583,87.30247046185414
officehome,A2P,without_source_fusion,0.3,1,1111,65,0.9813178181648254,True,87.74498760982203,87.05660763237425
officehome,A2P,source_anchored,0.3,2,1111,65,0.9816645383834839,True,87.88015318765487,87.23091411122803
officehome,A2P,without_source_fusion,0.3,2,1111,65,0.9816645383834839,True,87.79004280243298,87.11268014409193
officehome,A2P,source_anchored,0.3,3,1111,65,0.9810623526573181,True,87.92520838026583,87.26510214541607
officehome,A2P,without_source_fusion,0.3,3,1111,65,0.9810623526573181,True,87.74498760982203,87.06097038179604
officehome,A2P,source_anchored,0.3,4,1111,65,0.9820964932441711,True,87.90268078396035,87.26669228654109
officehome,A2P,without_source_fusion,0.3,4,1111,65,0.9820964932441711,True,87.65487722460014,86.97241851859904
officehome,A2P,source_anchored,0.4,0,1482,65,0.9735645055770874,True,87.88015318765487,87.22148292938306
officehome,A2P,without_source_fusion,0.4,0,1482,65,0.9735645055770874,True,87.63234962829466,86.9543423332784
officehome,A2P,source_anchored,0.4,1,1482,65,0.9728255271911621,True,87.92520838026583,87.27437602565769
officehome,A2P,without_source_fusion,0.4,1,1482,65,0.9728255271911621,True,87.72246001351655,87.04113341125486
officehome,A2P,source_anchored,0.4,2,1482,65,0.9725940227508545,True,87.92520838026583,87.26339084225873
officehome,A2P,without_source_fusion,0.4,2,1482,65,0.9725940227508545,True,87.63234962829466,86.92321280378899
officehome,A2P,source_anchored,0.4,3,1482,65,0.9737447500228882,True,87.8576255913494,87.21537409568802
officehome,A2P,without_source_fusion,0.4,3,1482,65,0.9737447500228882,True,87.72246001351655,87.04623858902903
officehome,A2P,source_anchored,0.4,4,1482,65,0.9726940989494324,True,87.88015318765487,87.23091411122803
officehome,A2P,without_source_fusion,0.4,4,1482,65,0.9726940989494324,True,87.69993241721107,87.04593763802387
officehome,A2P,source_anchored,0.5,0,1852,65,0.9624055624008179,True,87.83509799504394,87.19665484097555
officehome,A2P,without_source_fusion,0.5,0,1852,65,0.9624055624008179,True,87.54223924307276,86.84979992421117
officehome,A2P,source_anchored,0.5,1,1852,65,0.9626461863517761,True,87.79004280243298,87.13902165543242
officehome,A2P,without_source_fusion,0.5,1,1852,65,0.9626461863517761,True,87.54223924307276,86.87108995107616
officehome,A2P,source_anchored,0.5,2,1852,65,0.9618920683860779,True,87.90268078396035,87.25572800700968
officehome,A2P,without_source_fusion,0.5,2,1852,65,0.9618920683860779,True,87.63234962829466,86.93347163684089
officehome,A2P,source_anchored,0.5,3,1852,65,0.9600202441215515,True,87.88015318765487,87.23191669287577
officehome,A2P,without_source_fusion,0.5,3,1852,65,0.9600202441215515,True,87.60982203198918,86.93564981420853
officehome,A2P,source_anchored,0.5,4,1852,65,0.962684154510498,True,87.90268078396035,87.25726110469611
officehome,A2P,without_source_fusion,0.5,4,1852,65,0.962684154510498,True,87.60982203198918,86.92530813069484
officehome,A2R,source_anchored,0.0,0,0,64,0.9851746559143066,True,88.73077805829699,86.78719280747971
officehome,A2R,without_source_fusion,0.0,0,0,64,0.9839046597480774,True,88.2946981868258,86.28873729198064
officehome,A2R,source_anchored,0.0,1,0,64,0.9851746559143066,True,88.73077805829699,86.78719280747971
officehome,A2R,without_source_fusion,0.0,1,0,64,0.9839046597480774,True,88.2946981868258,86.28873729198064
officehome,A2R,source_anchored,0.0,2,0,64,0.9851746559143066,True,88.73077805829699,86.78719280747971
officehome,A2R,without_source_fusion,0.0,2,0,64,0.9839046597480774,True,88.2946981868258,86.28873729198064
officehome,A2R,source_anchored,0.0,3,0,64,0.9851746559143066,True,88.73077805829699,86.78719280747971
officehome,A2R,without_source_fusion,0.0,3,0,64,0.9839046597480774,True,88.2946981868258,86.28873729198064
officehome,A2R,source_anchored,0.0,4,0,64,0.9851746559143066,True,88.73077805829699,86.78719280747971
officehome,A2R,without_source_fusion,0.0,4,0,64,0.9839046597480774,True,88.2946981868258,86.28873729198064
officehome,A2R,source_anchored,0.1,0,360,65,0.9907069206237793,True,88.73077805829699,86.83149014955761
officehome,A2R,without_source_fusion,0.1,0,360,65,0.9907069206237793,True,88.20289189809502,86.2925318768518
officehome,A2R,source_anchored,0.1,1,360,65,0.9907345175743103,True,88.73077805829699,86.82995838245371
officehome,A2R,without_source_fusion,0.1,1,360,65,0.9907345175743103,True,88.17994032591233,86.29323937746221
officehome,A2R,source_anchored,0.1,2,360,65,0.9912682175636292,True,88.75372963047968,86.84940715286018
officehome,A2R,without_source_fusion,0.1,2,360,65,0.9912682175636292,True,88.27174661464309,86.36936582318084
officehome,A2R,source_anchored,0.1,3,360,65,0.9904895424842834,True,88.75372963047968,86.85648941982946
officehome,A2R,without_source_fusion,0.1,3,360,65,0.9904895424842834,True,88.2946981868258,86.40816837889861
officehome,A2R,source_anchored,0.1,4,360,65,0.9914731383323669,True,88.79963277484507,86.8862684264503
officehome,A2R,without_source_fusion,0.1,4,360,65,0.9914731383323669,True,88.22584347027771,86.34394129443555
officehome,A2R,source_anchored,0.2,0,721,65,0.9891114234924316,True,88.75372963047968,86.8525206596418
officehome,A2R,without_source_fusion,0.2,0,721,65,0.9891114234924316,True,88.11108560936424,86.19603737450528
officehome,A2R,source_anchored,0.2,1,721,65,0.9883584976196289,True,88.73077805829699,86.83352730731511
officehome,A2R,without_source_fusion,0.2,1,721,65,0.9883584976196289,True,88.17994032591233,86.26824273636903
officehome,A2R,source_anchored,0.2,2,721,65,0.989098310470581,True,88.75372963047968,86.85808713721507
officehome,A2R,without_source_fusion,0.2,2,721,65,0.989098310470581,True,88.17994032591233,86.26547086319539
officehome,A2R,source_anchored,0.2,3,721,65,0.9882470965385437,True,88.77668120266237,86.89272079603134
officehome,A2R,without_source_fusion,0.2,3,721,65,0.9882470965385437,True,88.22584347027771,86.33180366141399
officehome,A2R,source_anchored,0.2,4,721,65,0.9886365532875061,True,88.7078264861143,86.80859002434062
officehome,A2R,without_source_fusion,0.2,4,721,65,0.9886365532875061,True,88.17994032591233,86.25679628703305
officehome,A2R,source_anchored,0.3,0,1081,65,0.9825059175491333,True,88.77668120266237,86.90420049662067
officehome,A2R,without_source_fusion,0.3,0,1081,65,0.9825059175491333,True,88.20289189809502,86.30341122631575
officehome,A2R,source_anchored,0.3,1,1081,65,0.9826142191886902,True,88.6848749139316,86.77522985616251
officehome,A2R,without_source_fusion,0.3,1,1081,65,0.9826142191886902,True,88.08813403718155,86.14146981983794
officehome,A2R,source_anchored,0.3,2,1081,65,0.9837023615837097,True,88.75372963047968,86.88120152789584
officehome,A2R,without_source_fusion,0.3,2,1081,65,0.9837023615837097,True,88.15698875372962,86.23728963277935
officehome,A2R,source_anchored,0.3,3,1081,65,0.9821954965591431,True,88.75372963047968,86.85937654885062
officehome,A2R,without_source_fusion,0.3,3,1081,65,0.9821954965591431,True,88.11108560936424,86.19524700318138
officehome,A2R,source_anchored,0.3,4,1081,65,0.9831768870353699,True,88.73077805829699,86.83258418036789
officehome,A2R,without_source_fusion,0.3,4,1081,65,0.9831768870353699,True,88.13403718154693,86.21397960946932
officehome,A2R,source_anchored,0.4,0,1442,65,0.9750527739524841,True,88.73077805829699,86.81437045140149
officehome,A2R,without_source_fusion,0.4,0,1442,65,0.9750527739524841,True,88.11108560936424,86.19615501123606
officehome,A2R,source_anchored,0.4,1,1442,65,0.9747724533081055,True,88.73077805829699,86.80359141149381
officehome,A2R,without_source_fusion,0.4,1,1442,65,0.9747724533081055,True,88.17994032591233,86.28588943814917
officehome,A2R,source_anchored,0.4,2,1442,65,0.9752198457717896,True,88.61602019738352,86.7015653800363
officehome,A2R,without_source_fusion,0.4,2,1442,65,0.9752198457717896,True,88.08813403718155,86.15824973878713
officehome,A2R,source_anchored,0.4,3,1442,65,0.9757480621337891,True,88.73077805829699,86.8736759251781
officehome,A2R,without_source_fusion,0.4,3,1442,65,0.9757480621337891,True,88.22584347027771,86.32387821812513
officehome,A2R,source_anchored,0.4,4,1442,65,0.9748331308364868,True,88.73077805829699,86.81798584433336
officehome,A2R,without_source_fusion,0.4,4,1442,65,0.9748331308364868,True,88.08813403718155,86.15945901232926
officehome,A2R,source_anchored,0.5,0,1802,65,0.9652078151702881,True,88.75372963047968,86.8749412941754
officehome,A2R,without_source_fusion,0.5,0,1802,65,0.9652078151702881,True,88.15698875372962,86.22238577692649
officehome,A2R,source_anchored,0.5,1,1802,65,0.9646862745285034,True,88.6619233417489,86.74751054268305
officehome,A2R,without_source_fusion,0.5,1,1802,65,0.9646862745285034,True,88.13403718154693,86.21103255214179
officehome,A2R,source_anchored,0.5,2,1802,65,0.9650280475616455,True,88.7078264861143,86.78460344252102
